"company_name","account_number","country","accounting_year","reporting_period_to","ticker_symbol","isin","industry_activity_group","reported_scope_1_metric_tonnes_co2e","reported_scope_1_source","estimated_scope_1_metric_tonnes_co2e","estimated_scope_1_model_type","estimated_scope_1_model_quality","scope_1_comments","reported_scope_2_metric_tonnes_co2e","reported_scope_2_source","estimated_scope_2_metric_tonnes_co2e","estimated_scope_2_model_type","estimated_scope_2_model_quality","scope_2_comments"
"Gujarat N R E Coke","7889","India","2012",,"GNC IN","INE110D01013","Mining - Iron, Aluminum, Other Metals",,,"8400","Model 2","4",,,,"13000","Model 2","2",
"Gujarat N R E Coke","7889","India","2013",,"GNC IN","INE110D01013","Mining - Iron, Aluminum, Other Metals",,,"2000","Model 2","4","Changes in emissions estimates driven by changes in revenue.",,,"5800","Model 2","3","Changes in emissions estimates driven by changes in revenue."
"Gulf Oil Corp Ltd","55078","India","2011",,"GULF IN","INE077F01035","Chemicals",,,"9900","Model 2","2",,,,"19000","Model 2","1",
"Gulf Oil Corp Ltd","55078","India","2012",,"GULF IN","INE077F01035","Chemicals",,,"9700","Model 2","2",,,,"25000","Model 2","1",
"Gulf Oil Corp Ltd","55078","India","2013",,"GULF IN","INE077F01035","Chemicals",,,"10000","Model 2","2",,,,"20000","Model 2","2",
"Hainan Airlines Co-A","37426","China","2011",,"900945 CH","CNE000000RT0","Air Transportation - Airlines",,,"3800000","Model 3","5",,,,"15000","Model 3","3",
"Hainan Airlines Co-A","37426","China","2012",,"900945 CH","CNE000000RT0","Air Transportation - Airlines",,,"4100000","Model 3","5",,,,"14000","Model 3","3",
"Hainan Airlines Co-A","37426","China","2013",,"900945 CH","CNE000000RT0","Air Transportation - Airlines",,,"4900000","Model 3","5",,,,"18000","Model 3","3",
"Hanil Chemical Industry Co Ltd","55056","South Korea","2011",,"007770 KS","KR7007770001","Chemicals",,,"2700","Model 2","2",,,,"8000","Model 2","1",
"Hanil Chemical Industry Co Ltd","55056","South Korea","2012",,"007770 KS","KR7007770001","Chemicals",,,"2500","Model 2","2",,,,"11000","Model 2","1",
"Hanil Chemical Industry Co Ltd","55056","South Korea","2013",,"007770 KS","KR7007770001","Chemicals",,,"3300","Model 2","2",,,,"9500","Model 2","2",
"Han Kook Steel Co Ltd","55064","South Korea","2011",,"025890 KS","KR7025890005","Mining - Iron, Aluminum, Other Metals",,,"270","Model 2","4",,,,"550","Model 2","2",
"Han Kook Steel Co Ltd","55064","South Korea","2012",,"025890 KS","KR7025890005","Mining - Iron, Aluminum, Other Metals",,,"140","Model 2","4",,,,"850","Model 2","2",
"Han Kook Steel Co Ltd","55064","South Korea","2013",,"025890 KS","KR7025890005","Mining - Iron, Aluminum, Other Metals",,,"110","Model 2","4",,,,"840","Model 2","3",
"Hankuk Paper Manufacturing Co Ltd","55109","South Korea","2011",,"002300 KP","KR7002300002","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,,,,"No revenue, modeled data dropped.",,,,,,"No revenue, modeled data dropped."
"Hankuk Paper Manufacturing Co Ltd","55109","South Korea","2012",,"002300 KP","KR7002300002","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"100000","Model 2","4",,,,"45000","Model 2","3",
"Hankuk Paper Manufacturing Co Ltd","55109","South Korea","2013",,"002300 KP","KR7002300002","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"100000","Model 2","4",,,,"85000","Model 2","3",
"Hansol Paper Co","21284","South Korea","2011",,"004150 KS","KR7004150009","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"310000","Model 2","5",,,,"150000","Model 2","4",
"Hansol Paper Co","21284","South Korea","2012",,"004150 KS","KR7004150009","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"310000","Model 2","4",,,,"160000","Model 2","3",
"Hansol Paper Co","21284","South Korea","2013","2013-12-31T00:00:00.000","004150 KS","KR7004150009","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber","369482","CDP Response",,,,,"408447","CDP Response",,,,
"Hanwha Chemical Corp","8093","South Korea","2011","2011-12-31T00:00:00.000","009830 KS","KR7009830001","Chemicals","312012","CDP Response",,,,,"1817975","CDP Response",,,,
"Hanwha Chemical Corp","8093","South Korea","2012","2012-12-31T00:00:00.000","009830 KS","KR7009830001","Chemicals","332007","CDP Response",,,,,"1739002","CDP Response",,,,
"Hanwha Chemical Corp","8093","South Korea","2013","2013-12-31T00:00:00.000","009830 KS","KR7009830001","Chemicals","314582","CDP Response",,,,,"1808208","CDP Response",,,,
"Hapaco Group JSC","55111","Vietnam","2011",,"HAP VN","VN000000HAP7","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"2100","Model 2","5",,,,"420","Model 2","4",
"Hapaco Group JSC","55111","Vietnam","2012",,"HAP VN","VN000000HAP7","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"1900","Model 2","4",,,,"500","Model 2","3",
"Hapaco Group JSC","55111","Vietnam","2013",,"HAP VN","VN000000HAP7","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"1400","Model 2","4",,,,"1800","Model 2","3",
"Hawaiian Holding","22460","USA","2013",,"HA US","US4198791018","Air Transportation - Airlines",,,"2000000","Model 3","5",,,,"5700","Model 3","3",
"Hawaiian Holding","22460","USA","2011",,"HA US","US4198791018","Air Transportation - Airlines",,,"1600000","Model 3","5",,,,"5000","Model 3","3",
"Hawaiian Holding","22460","USA","2012",,"HA US","US4198791018","Air Transportation - Airlines",,,"1800000","Model 3","5",,,,"4900","Model 3","3",
"HeidelbergCement AG","8207","Germany","2011","2011-12-31T00:00:00.000","HEI GR","DE0006047004","Construction Materials","44693687","CDP Response",,,,,"5935317","CDP Response",,,,
"HeidelbergCement AG","8207","Germany","2012","2012-12-31T00:00:00.000","HEI GR","DE0006047004","Construction Materials","46826134","CDP Response",,,,,"6368505","CDP Response",,,,
"HeidelbergCement AG","8207","Germany","2013","2013-12-31T00:00:00.000","HEI GR","DE0006047004","Construction Materials","53336281","CDP Response",,,,,"7759242","CDP Response",,,,
"Heineken NV","8212","Netherlands","2011","2011-12-31T00:00:00.000","HEIA NA","NL0000009165","Food & Beverage Processing","1172887","CDP Response",,,,,"765658","CDP Response",,,,
"Heineken NV","8212","Netherlands","2012","2012-12-31T00:00:00.000","HEIA NA","NL0000009165","Food & Beverage Processing","1263773","CDP Response",,,,,"737418","CDP Response",,,,
"Heineken NV","8212","Netherlands","2013","2013-12-31T00:00:00.000","HEIA NA","NL0000009165","Food & Beverage Processing","1216130","CDP Response",,,,,"666259","CDP Response",,,,
"Henan Billions Chemicals Co Ltd","55088","China","2011",,"002601 CH","CNE1000015M3","Chemicals",,,"12000","Model 2","2",,,,"21000","Model 2","1",
"Henan Billions Chemicals Co Ltd","55088","China","2012",,"002601 CH","CNE1000015M3","Chemicals",,,"13000","Model 2","2",,,,"29000","Model 2","1",
"Henan Billions Chemicals Co Ltd","55088","China","2013",,"002601 CH","CNE1000015M3","Chemicals",,,"14000","Model 2","2",,,,"26000","Model 2","2",
"Henan Zhongfu Industry Co Ltd","55028","China","2011",,"600595 CH","CNE000001BQ8","Mining - Iron, Aluminum, Other Metals",,,"270000","Model 2","3",,,,"280000","Model 2","0",
"Henan Zhongfu Industry Co Ltd","55028","China","2012",,"600595 CH","CNE000001BQ8","Mining - Iron, Aluminum, Other Metals",,,"180000","Model 2","3",,,,"130000","Model 2","3",
"Henan Zhongfu Industry Co Ltd","55028","China","2013",,"600595 CH","CNE000001BQ8","Mining - Iron, Aluminum, Other Metals",,,"160000","Model 2","4",,,,"190000","Model 2","4",
"Hengyi Petrochemical Co Ltd","55011","China","2013",,"000703 CH","CNE0000001J1","Chemicals",,,"670000","Model 2","2",,,,"370000","Model 2","2",
"Hengyi Petrochemical Co Ltd","55011","China","2011",,"000703 CH","CNE0000001J1","Chemicals",,,"710000","Model 2","2",,,,"310000","Model 2","1",
"Hengyi Petrochemical Co Ltd","55011","China","2012",,"000703 CH","CNE0000001J1","Chemicals",,,"770000","Model 2","2",,,,"330000","Model 2","1",
"Himadri Chemicals & Industries Ltd","54994","India","2011",,"HCI IN","INE019C01026","Chemicals",,,"8800","Model 2","2",,,,"17000","Model 2","1",
"Himadri Chemicals & Industries Ltd","54994","India","2012",,"HCI IN","INE019C01026","Chemicals",,,"11000","Model 2","2",,,,"26000","Model 2","1",
"Himadri Chemicals & Industries Ltd","54994","India","2013",,"HCI IN","INE019C01026","Chemicals",,,"11000","Model 2","2",,,,"22000","Model 2","2",
"Hindalco Industries","8349","India","2013",,"HNDL IN","INE038A01020","Mining - Iron, Aluminum, Other Metals",,,"5500000","Model 2","2",,,,"4000000","Model 2","2",
"Hindalco Industries","8349","India","2011",,"HNDL IN","INE038A01020","Mining - Iron, Aluminum, Other Metals",,,"10000000","Model 2","2",,,,"8300000","Model 2","0",
"Hindalco Industries","8349","India","2012",,"HNDL IN","INE038A01020","Mining - Iron, Aluminum, Other Metals",,,"8000000","Model 2","2",,,,"4800000","Model 2","2",
"Hino Motors, Ltd.","8362","Japan","2011",,"7205 JP","JP3792600003","Electrical Equipment and Machinery","149101.53","CSR Report",,,,,"227898.47","CSR Report",,,,
"Hino Motors, Ltd.","8362","Japan","2012",,"7205 JP","JP3792600003","Electrical Equipment and Machinery","149116.23","CSR Report",,,,,"246883.77","CSR Report",,,,
"Hino Motors, Ltd.","8362","Japan","2013",,"7205 JP","JP3792600003","Electrical Equipment and Machinery","144224.09","CSR Report",,,,,"254775.91","CSR Report",,,,
"Hokuetsu Kishu Paper Co., Ltd.","8387","Japan","2011",,"3865 JP","JP3841800000","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"610000","Model 2","5",,,,"320000","Model 2","4",
"Hokuetsu Kishu Paper Co., Ltd.","8387","Japan","2012",,"3865 JP","JP3841800000","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"500000","Model 2","4",,,,"270000","Model 2","3",
"Hokuetsu Kishu Paper Co., Ltd.","8387","Japan","2013",,"3865 JP","JP3841800000","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"420000","Model 2","4",,,,"300000","Model 2","3",
"Holcim Ltd","8525","Switzerland","2011","2011-12-31T00:00:00.000","HOLN VX","CH0012214059","Construction Materials","106567444","CDP Response",,,,,"6487851","CDP Response",,,,
"Holcim Ltd","8525","Switzerland","2012","2012-12-31T00:00:00.000","HOLN VX","CH0012214059","Construction Materials","102102123","CDP Response",,,,,"6600687","CDP Response",,,,
"Holcim Ltd","8525","Switzerland","2013","2013-12-31T00:00:00.000","HOLN VX","CH0012214059","Construction Materials","100091846","CDP Response",,,,,"6407449","CDP Response",,,,
"Holmen","8517","Sweden","2011","2011-12-31T00:00:00.000","HOLMB SS","SE0000109290","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber","258350","CDP Response",,,,,"209900","CDP Response",,,,
"Holmen","8517","Sweden","2012","2012-12-31T00:00:00.000","HOLMB SS","SE0000109290","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber","329300","CDP Response",,,,,"122290","CDP Response",,,,
"Holmen","8517","Sweden","2013","2013-12-31T00:00:00.000","HOLMB SS","SE0000109290","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber","254000","CDP Response",,,,,"35000","CDP Response",,,,
"Honeywell International Inc.","8553","USA","2011","2011-12-31T00:00:00.000","HON US","US4385161066","Aerospace & Defense","5931000","CDP Response",,,,,"2274000","CDP Response",,,,
"Honeywell International Inc.","8553","USA","2012","2012-12-31T00:00:00.000","HON US","US4385161066","Aerospace & Defense","5532844","CDP Response",,,,,"1756275","CDP Response",,,,
"Honeywell International Inc.","8553","USA","2013","2013-12-31T00:00:00.000","HON US","US4385161066","Aerospace & Defense","4346781","CDP Response",,,,,"1760651","CDP Response",,,,
"Huntsman Corporation","45116","USA","2011",,"HUN US","US4470111075","Chemicals","2374632","Company Submitted Data",,,,,"1228183","Company Submitted Data",,,,
"Huntsman Corporation","45116","USA","2012",,"HUN US","US4470111075","Chemicals","2337665","Company Submitted Data",,,,,"1208055","Company Submitted Data",,,,
"Huntsman Corporation","45116","USA","2013",,"HUN US","US4470111075","Chemicals","2309907","Company Submitted Data",,,,,"1170010","Company Submitted Data",,,,
"Hutchison Whampoa","8682","Hong Kong","2011",,"13 HK","HK0013000119","Food & Staples Retailing",,,"500000","Model 2","2",,,,"620000","Model 2","3",
"Hutchison Whampoa","8682","Hong Kong","2012",,"13 HK","HK0013000119","Food & Staples Retailing",,,"520000","Model 2","2",,,,"590000","Model 2","4",
"Hutchison Whampoa","8682","Hong Kong","2013",,"13 HK","HK0013000119","Food & Staples Retailing",,,"530000","Model 2","2",,,,"420000","Model 2","0",
"Hyundai Heavy Industries Co Ltd","8697","South Korea","2011",,"009540 KS","KR7009540006","Electrical Equipment and Machinery","448410","Company Submitted Data",,,,,"569191","Company Submitted Data",,,,
"Hyundai Heavy Industries Co Ltd","8697","South Korea","2012","2012-12-31T00:00:00.000","009540 KS","KR7009540006","Electrical Equipment and Machinery","407347","CDP Response",,,,,"566090","CDP Response",,,,
"Hyundai Heavy Industries Co Ltd","8697","South Korea","2013","2013-12-31T00:00:00.000","009540 KS","KR7009540006","Electrical Equipment and Machinery","393140","CDP Response",,,,,"552964","CDP Response",,,,
"Hyundai Steel Co","8719","South Korea","2011","2011-12-31T00:00:00.000","004020 KS","KR7004020004","Mining - Iron, Aluminum, Other Metals","10247391","CDP Response",,,,,"4342223","CDP Response",,,,
"Hyundai Steel Co","8719","South Korea","2012","2012-12-31T00:00:00.000","004020 KS","KR7004020004","Mining - Iron, Aluminum, Other Metals","10197985","CDP Response",,,,,"4164839","CDP Response",,,,
"Hyundai Steel Co","8719","South Korea","2013","2013-12-31T00:00:00.000","004020 KS","KR7004020004","Mining - Iron, Aluminum, Other Metals","11241345","CDP Response",,,,,"4969939","CDP Response",,,,
"IHI Corporation","8833","Japan","2011","2012-03-31T00:00:00.000","7013 JP","JP3134800006","Electrical Equipment and Machinery","46000","CDP Response",,,,,"50000","CDP Response",,,,
"IHI Corporation","8833","Japan","2012","2013-03-31T00:00:00.000","7013 JP","JP3134800006","Electrical Equipment and Machinery","76028","CDP Response",,,,,"183606","CDP Response",,,,
"IHI Corporation","8833","Japan","2013","2014-03-31T00:00:00.000","7013 JP","JP3134800006","Electrical Equipment and Machinery","70645","CDP Response",,,,,"172021","CDP Response",,,,
"Iluka Resources","8860","Australia","2011",,"ILU AU","AU000000ILU1","Mining - Iron, Aluminum, Other Metals","609481.59","CSR Report",,,,,"251518.41","CSR Report",,,,
"Iluka Resources","8860","Australia","2012",,"ILU AU","AU000000ILU1","Mining - Iron, Aluminum, Other Metals","533080.83","CSR Report",,,,,"231919.17","CSR Report",,,,
"Iluka Resources","8860","Australia","2013",,"ILU AU","AU000000ILU1","Mining - Iron, Aluminum, Other Metals","227661.34","CSR Report",,,,,"105338.66","CSR Report",,,,
"Incitec Pivot","8914","Australia","2011","2011-09-30T00:00:00.000","IPL AU","AU000000IPL1","Chemicals","1845333","CDP Response",,,,,"325981","CDP Response",,,,
"Incitec Pivot","8914","Australia","2012","2012-09-30T00:00:00.000","IPL AU","AU000000IPL1","Chemicals","1967663","CDP Response",,,,,"363080","CDP Response",,,,
"Incitec Pivot","8914","Australia","2013","2013-09-30T00:00:00.000","IPL AU","AU000000IPL1","Chemicals","2362749","CDP Response",,,,,"370144","CDP Response",,,,
"Indal Aluminum Industry Tbk PT","55021","Indonesia","2011",,"INAI IJ","ID1000130800","Mining - Iron, Aluminum, Other Metals",,,"730","Model 2","3",,,,"1100","Model 2","0",
"Indal Aluminum Industry Tbk PT","55021","Indonesia","2012",,"INAI IJ","ID1000130800","Mining - Iron, Aluminum, Other Metals",,,"500","Model 2","3",,,,"430","Model 2","3",
"Indal Aluminum Industry Tbk PT","55021","Indonesia","2013",,"INAI IJ","ID1000130800","Mining - Iron, Aluminum, Other Metals",,,"580","Model 2","4",,,,"1600","Model 2","4",
"India Cements","9014","India","2011",,"ICEM IN","INE383A01012","Construction Materials",,,"5800000","Model 2","3",,,,"360000","Model 2","3",
"India Cements","9014","India","2013",,"ICEM IN","INE383A01012","Construction Materials",,,"2700000","Model 2","2",,,,"430000","Model 2","3",
"India Cements","9014","India","2012",,"ICEM IN","INE383A01012","Construction Materials",,,"4800000","Model 2","2",,,,"220000","Model 2","2",
"Ingredion Incorporated","3876","USA","2012",,"INGR US","US4571871023","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"270000","Model 2","3",,,,"240000","Model 2","3",
"Ingredion Incorporated","3876","USA","2013",,"INGR US","US4571871023","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"270000","Model 2","2",,,,"210000","Model 2","2",
"Ingredion Incorporated","3876","USA","2011",,"INGR US","US4571871023","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"340000","Model 2","3",,,,"290000","Model 2","4",
"Inner Mongolia Xingye Mining Co Ltd","54985","China","2011",,"000426 CH","CNE000000D24","Mining - Iron, Aluminum, Other Metals",,,"3900","Model 2","3","Changes in emissions estimates driven by changes in revenue.",,,"3100","Model 2","4","Changes in emissions estimates driven by changes in revenue."
"Inner Mongolia Xingye Mining Co Ltd","54985","China","2012",,"000426 CH","CNE000000D24","Mining - Iron, Aluminum, Other Metals",,,"26000","Model 2","2",,,,"13000","Model 2","3",
"Inner Mongolia Xingye Mining Co Ltd","54985","China","2013",,"000426 CH","CNE000000D24","Mining - Iron, Aluminum, Other Metals",,,"21000","Model 2","3",,,,"15000","Model 2","3",
"Intanwijaya Internasional Tbk PT","55079","Indonesia","2011",,"INCI IJ","ID1000064504","Chemicals",,,"45","Model 2","2",,,,"550","Model 2","2",
"Intanwijaya Internasional Tbk PT","55079","Indonesia","2012",,"INCI IJ","ID1000064504","Chemicals",,,"100","Model 2","2",,,,"400","Model 2","2",
"Intanwijaya Internasional Tbk PT","55079","Indonesia","2013",,"INCI IJ","ID1000064504","Chemicals",,,"96","Model 2","2",,,,"600","Model 2","3",
"International Consolidated Airlines Group, S.A.","36707","Spain","2011","2011-12-31T00:00:00.000","IAG LN","ES0177542018","Air Transportation - Airlines","22578170","CDP Response",,,,,"121561","CDP Response",,,,
"International Consolidated Airlines Group, S.A.","36707","Spain","2012","2012-12-31T00:00:00.000","IAG LN","ES0177542018","Air Transportation - Airlines","23230095","CDP Response",,,,,"131636","CDP Response",,,,
"International Consolidated Airlines Group, S.A.","36707","Spain","2013","2013-12-31T00:00:00.000","IAG LN","ES0177542018","Air Transportation - Airlines","24189106","CDP Response",,,,,"109181","CDP Response",,,,
"International Paper APPM Ltd.","48940","India","2011",,"IPAP IN","INE435A01028","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,,,,"No revenue, modeled data dropped.",,,,,,"No revenue, modeled data dropped."
