ticker,year,total_emissions,log_emissions,GICS Sector,ai_exposure,high_ai_exposure,post_chatgpt,treatment
ADI,2013,142575.7536,11.867635755440597,Information Technology,81.5,1,0,0
ADI,2014,104875.177616,11.56053567246451,Information Technology,81.5,1,0,0
ADI,2015,101516.969716,11.52799110333092,Information Technology,81.5,1,0,0
ADI,2016,106702.188537,11.577806320039228,Information Technology,81.5,1,0,0
ADI,2017,100497.827925,11.51790134397545,Information Technology,81.5,1,0,0
ADI,2018,116917.35128899998,11.669231117936912,Information Technology,81.5,1,0,0
ADI,2019,107502.862001,11.585282051495243,Information Technology,81.5,1,0,0
ADI,2020,120209.243229,11.696997515663693,Information Technology,81.5,1,0,0
ADI,2021,125755.58882,11.742103482772256,Information Technology,81.5,1,0,0
ADI,2022,137478.719763,11.831231692577928,Information Technology,81.5,1,0,0
ADI,2023,117771.628108,11.676511164184804,Information Technology,81.5,1,1,1
ADM,2010,11059742.25,16.218822339503294,Consumer Staples,29.6,0,0,0
ADM,2011,11864361.838,16.289049745440813,Consumer Staples,29.6,0,0,0
ADM,2012,12102467.826,16.30892002496123,Consumer Staples,29.6,0,0,0
ADM,2013,11858633.37,16.288566799035593,Consumer Staples,29.6,0,0,0
ADM,2014,12172823.6,16.31471653335011,Consumer Staples,29.6,0,0,0
ADM,2015,11918933.204,16.293638803187843,Consumer Staples,29.6,0,0,0
ADM,2016,11542075.272,16.261509722444696,Consumer Staples,29.6,0,0,0
ADM,2017,11813335.827,16.284739690772277,Consumer Staples,29.6,0,0,0
ADM,2018,11844715.47,16.28739245860639,Consumer Staples,29.6,0,0,0
ADM,2019,11883748.856,16.29068246653799,Consumer Staples,29.6,0,0,0
ADM,2020,10780502.382,16.193249818273273,Consumer Staples,29.6,0,0,0
ADM,2021,11235810.822,16.23461671929102,Consumer Staples,29.6,0,0,0
ADM,2022,11371895.922,16.246655687519194,Consumer Staples,29.6,0,0,0
ADM,2023,10585367.606,16.17498328537416,Consumer Staples,29.6,0,1,0
AEE,2010,36276990.976,17.406694268417755,Utilities,42.0,0,0,0
AEE,2011,37260492.02,17.433444154934232,Utilities,42.0,0,0,0
AEE,2012,30296483.712,17.226542247643597,Utilities,42.0,0,0,0
AEE,2013,29969822.632,17.21570155445738,Utilities,42.0,0,0,0
AEE,2014,30432530.624,17.23102271341757,Utilities,42.0,0,0,0
AEE,2015,28319298.842,17.159054103390954,Utilities,42.0,0,0,0
AEE,2016,26596742.244,17.09629933182013,Utilities,42.0,0,0,0
AEE,2017,29995757.76,17.21656655496542,Utilities,42.0,0,0,0
AEE,2018,29344947.722,17.194630984554404,Utilities,42.0,0,0,0
AEE,2019,24205850.4,17.002104955288033,Utilities,42.0,0,0,0
AEE,2020,25759240.166,17.06430400092492,Utilities,42.0,0,0,0
AEE,2021,27981534.718,17.147055411971323,Utilities,42.0,0,0,0
AEE,2022,24745347.054,17.024148071898622,Utilities,42.0,0,0,0
AEE,2023,19669522.87,16.794580984174967,Utilities,42.0,0,1,0
AEP,2010,99955186.222,18.420232515733105,Utilities,42.0,0,0,0
AEP,2011,101053947.89,18.43116507962532,Utilities,42.0,0,0,0
AEP,2012,90432275.756,18.32011180539851,Utilities,42.0,0,0,0
AEP,2013,83138055.178,18.2360131114096,Utilities,42.0,0,0,0
AEP,2014,89248888.934,18.30693954083239,Utilities,42.0,0,0,0
AEP,2015,75384167.886,18.138107849209,Utilities,42.0,0,0,0
AEP,2016,70978607.946,18.07788910716021,Utilities,42.0,0,0,0
AEP,2017,70780956.37200001,18.075100558814416,Utilities,42.0,0,0,0
AEP,2018,70410535.89,18.06985348166153,Utilities,42.0,0,0,0
