year,coef,se,pval
2018,-0.011536753198266038,0.030763314642200293,0.7076481323109968
2019,-0.016584111843199523,0.021407773108521457,0.4385304789387693
2020,0.0,0.0,1.0
2021,0.006764525940493371,0.013444144583956342,0.6148533459710295
2022,-0.002950373586404182,0.019776535396189142,0.8814072108014672
2023,-0.012870455974965278,0.03497800203637546,0.7129041188049885
