facility_id,facility_name,total_emissions,naics_code,state,latitude,longitude,year,parent_company,ownership_pct,clean_parent,ticker
1003188,3M BROWNWOOD,22883.364,326113.0,TX,31.671177,-98.996513,2023,3M CO,100.0,3M,MMM
1005043,3M CO,77908.786,541715.0,MN,44.951,-92.9959,2023,3M CO,100.0,3M,MMM
1003739,3M CO - GUIN,30098.14,326113.0,AL,33.96548,-87.89936,2023,3M CO,100.0,3M,MMM
1007698,3M CO - WAUSAU DOWNTOWN,35940.864,212313.0,WI,44.95018,-89.63766,2023,3M CO,100.0,3M,MMM
1006665,3M Chemical Operations' Cordova Facility,637396.821,325998.0,IL,41.755,-90.284167,2023,3M CO,100.0,3M,MMM
1004836,3M Chemical Operations' Cottage Grove Facility,20824.978,325998.0,MN,44.789444,-92.908333,2023,3M CO,100.0,3M,MMM
1004206,3M Chemical Operations' Decatur Facility,37564.427924,325211.0,AL,34.641667,-87.038611,2023,3M CO,100.0,3M,MMM
1003408,3M INDUSTRIAL MINERAL PRODUCTS DIVISION,32128.98,327999.0,AR,34.70537,-92.24607,2023,3M CO,100.0,3M,MMM
1004914,3M MAGNETIC TAPE MANUFACTURING DIVISION,53952.548,326199.0,MN,44.879677,-94.359598,2023,3M CO,100.0,3M,MMM
1004804,3M NEVADA PLANT,31394.032,326113.0,MO,37.834476,-94.330625,2023,3M CO,100.0,3M,MMM
1013282,3M Pittsboro,27050.748,327999.0,NC,35.660546,-79.176782,2023,3M CO,100.0,3M,MMM
1000766,59th Street,174671.338,221330.0,NY,40.7711,-73.9911,2023,CONSOLIDATED EDISON INC,100.0,CONSOLIDATED EDISON,ED
1000767,74th Street,251175.596,221330.0,NY,40.768,-73.9515,2023,CONSOLIDATED EDISON INC,100.0,CONSOLIDATED EDISON,ED
1001033,A B Brown Generating Station,1982200.776,221112.0,IN,37.9053,-87.715,2023,CENTERPOINT ENERGY INC,100.0,CENTERPOINT ENERGY,CNP
1013527,A.J. Mihm Generating Station,106545.348,221112.0,MI,46.793722,-88.616566,2023,WEC Energy Group Inc,100.0,WEC ENERGY,WEC
1002983,ABBOTT PARK FACILITY,53455.748,424210.0,IL,42.30227,-87.89065,2023,ABBOTT LABORATORIES,100.0,ABBOTT LABORATORIES,ABT
1007514,ABBVIE LTD.,61699.468,325412.0,PR,18.433237,-66.570509,2023,ABBVIE INC,100.0,ABBVIE,ABBV
1005601,ACME BRICK CO ELGIN PLANT,27873.496,327120.0,TX,30.32903,-97.29207,2023,BERKSHIRE HATHAWAY INC,100.0,BERKSHIRE HATHAWAY,BRK.B
1002154,ADM - MANKATO,80346.546,311225.0,MN,44.186805,-93.995493,2023,ARCHER DANIELS MIDLAND CO,100.0,ARCHER DANIELS MIDLAND,ADM
1006208,ADM CORN PROCESSING,1945776.984,311221.0,IA,41.8196,-90.2122,2023,ARCHER DANIELS MIDLAND CO,100.0,ARCHER DANIELS MIDLAND,ADM
1006047,ADM CORN PROCESSING,2746519.158,311221.0,IA,41.9192,-91.6862,2023,ARCHER DANIELS MIDLAND CO,100.0,ARCHER DANIELS MIDLAND,ADM
1010610,ADM Deerfield,40707.396,311224.0,MO,37.80725,-94.585301,2023,ARCHER DANIELS MIDLAND CO,100.0,ARCHER DANIELS MIDLAND,ADM
1011855,ADM Fostoria,29827.488,311224.0,OH,41.1494,-83.43295,2023,ARCHER DANIELS MIDLAND CO,100.0,ARCHER DANIELS MIDLAND,ADM
1000376,ADM QUINCY,112816.476,311224.0,IL,39.903884,-91.410552,2023,ARCHER DANIELS MIDLAND CO,100.0,ARCHER DANIELS MIDLAND,ADM
1006080,ADM SOUTHERN CELLULOSE PROD.IN,18139.632,322110.0,TN,34.997921,-85.318581,2023,ARCHER DANIELS MIDLAND CO,100.0,ARCHER DANIELS MIDLAND,ADM
1000034,ADM SOYBEAN PROCESSING - DES MOINES,108458.352,311224.0,IA,41.626329,-93.583205,2023,ARCHER DANIELS MIDLAND CO,100.0,ARCHER DANIELS MIDLAND,ADM
1014236,ADM Southport,82308.14,325199.0,NC,33.94516,-78.00117,2023,ARCHER DANIELS MIDLAND CO,100.0,ARCHER DANIELS MIDLAND,ADM
1011961,ADM Valdosta,62577.408,311224.0,GA,30.8325,-83.248056,2023,ARCHER DANIELS MIDLAND CO,100.0,ARCHER DANIELS MIDLAND,ADM
1001991,ADRIAN LANDFILL,5171.25,562212.0,MI,41.885177,-84.059029,2023,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES,RSG
1001633,ADS-CEDAR HILL LANDFILL,21816.75,562212.0,AL,33.6845,-86.2525,2023,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT,WM
1001636,ADS-PECAN ROW-EVERGREEN LANDFILLS,46720.5,562212.0,GA,30.81425,-83.35981,2023,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT,WM
1006790,ADS-STAR RIDGE LANDFILL,18145.0,562212.0,AL,33.607092,-86.507602,2023,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT,WM
1002094,ADS/MCLEAN COUNTY LANDFILL,3069.5,562212.0,IL,40.465534,-89.03273,2023,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES,RSG
1001845,ADVANCED DISPOSAL CRANBERRY CREEK LANDFILL LLC,22229.344,562212.0,WI,44.4093,-89.854855,2023,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT,WM
1003038,"ADVANCED DISPOSAL MAPLE HILL LANDFILL, LLC",26771.15,562212.0,MO,39.73376,-92.53825,2023,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT,WM
1006979,ADVANCED DISPOSAL OAK RIDGE LANDFILL,3571.0,562212.0,MO,38.556639,-90.527306,2023,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT,WM
1001637,ADVANCED DISPOSAL ORCHARD HILLS LANDFILL INC,129482.398,562212.0,IL,42.14,-89.085,2023,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT,WM
1006963,ADVANCED DISPOSAL VALLEY VIEW LANDFILL INC,29066.948,562212.0,IL,39.822266,-89.043754,2023,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT,WM
1005310,AES - PUERTO RICO COGENERATION PLANT,3170977.366,221112.0,PR,17.945,-66.15027,2023,AES CORP,100.0,AES,AES
1001444,AES Alamitos,1519041.82,221112.0,CA,33.7688,-118.1009,2023,AES CORP,100.0,AES,AES
1001447,AES Huntington Beach,1275616.224,221112.0,CA,33.6436,-117.9788,2023,AES CORP,100.0,AES,AES
1001450,AES Redondo Beach,268949.704,221112.0,CA,33.8504,-118.395,2023,AES CORP,100.0,AES,AES
1001223,AES Warrior Run,781434.252,221112.0,MD,39.5944,-78.7456,2023,AES CORP,100.0,AES,AES
1005284,AGRI ENERGY LLC,9.7,325199.0,MN,43.648333,-96.224444,2023,GEVO INC,100.0,GEVO,GEV
1006088,AKRON REGIONAL LANDFILL *,1532.75,562212.0,OH,41.151282,-81.559298,2023,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT,WM
1007272,ALADDIN MILLS - ANTIOCH RD PLA NT,35442.616,314110.0,GA,34.73399,-84.94646,2023,MOHAWK INDUSTRIES INC,100.0,MOHAWK INDUSTRIES,MHK
1003402,ALBEMARLE CORPORATION HOUSTON PLANT,43255.924,325199.0,TX,29.742498,-95.165513,2023,ALBEMARLE CORP,100.0,ALBEMARLE,ALB
1004307,ALBEMARLE CORPORATION-SOUTH PLANT,73523.124,325180.0,AR,33.1756,-93.2169,2023,ALBEMARLE CORP,100.0,ALBEMARLE,ALB
1005862,ALLEGANY BALLISTICS LABORATORY,23245.064,336415.0,WV,39.56097,-78.84361,2023,NORTHROP GRUMMAN CORP,100.0,NORTHROP GRUMMAN,NOC
1007645,ALLIANCE SANI LDFL,47985.198,562212.0,PA,41.3965,-75.7375,2023,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT,WM
1006197,ALLIED IMPERIAL LANDFILL,40169.25,562212.0,CA,32.854701,-115.52505,2023,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES,RSG
1001962,AMERICAS STYRENICS LLC - ST JAMES PLANT,771321.482,325110.0,LA,30.08013,-90.916,2023,CHEVRON CORP,50.0,CHEVRON,CVX
1005072,"AMGEN MANUFACTURING, LIMITED",61780.352,325412.0,PR,18.2375,-65.907222,2023,AMGEN INC,100.0,AMGEN,AMGN
1004746,ANALOG DEVICES,18420.963379,334413.0,WA,45.59995,-122.45204,2023,ANALOG DEVICES INC,100.0,ANALOG DEVICES,ADI
1007839,ANDERSON LANDFILL,29169.5,562212.0,CA,40.41754,-122.35787,2023,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT,WM
1002515,ARTESIA GAS PLANT,91378.946,211130.0,NM,32.7564,-104.2111,2023,PHILLIPS 66,86.8,PHILLIPS 66,PSX
1007710,ANTELOPE VALLEY RECYCLING AND DISPOSAL FACILITY,67443.25,562212.0,CA,34.5697,-118.1534,2023,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT,WM
1004003,APACHE JUNCTION LANDFILL,32298.0,562212.0,AZ,33.377246,-111.528771,2023,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES,RSG
1001908,APACHE NITROGEN PRODUCTS - PLANT,415928.616,325311.0,AZ,31.88,-110.24,2023,FREEPORT-MCMORAN INC,50.0,FREEPORT MCMORAN,FCX
1004352,APEX REGIONAL LANDFILL,74585.094,562212.0,NV,36.29423,-115.28183,2023,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES,RSG
1001423,APS Saguaro Power Plant,127427.224,221112.0,AZ,32.5517,-111.3,2023,PINNACLE WEST CAPITAL CORP,100.0,PINNACLE WEST CAPITAL,PNW
1001422,APS West Phoenix Power Plant,1413916.988,221112.0,AZ,33.4417,-112.1583,2023,PINNACLE WEST CAPITAL CORP,100.0,PINNACLE WEST CAPITAL,PNW
1002916,ARCHER DANIEL MIDLAND COMPANY,1115108.488,311221.0,NE,41.42139,-97.288612,2023,ARCHER DANIELS MIDLAND CO,100.0,ARCHER DANIELS MIDLAND,ADM
1001945,ARCHER DANIELS MIDLAND,165658.676,311221.0,MN,44.47056,-95.78417,2023,ARCHER DANIELS MIDLAND CO,100.0,ARCHER DANIELS MIDLAND,ADM
1003215,ARCHER DANIELS MIDLAND,50763.108,311224.0,IN,40.2853,-86.5479,2023,ARCHER DANIELS MIDLAND CO,100.0,ARCHER DANIELS MIDLAND,ADM
1005935,ARCHER DANIELS MIDLAND COMPANY,99125.214,311224.0,NE,40.86667,-96.619116,2023,ARCHER DANIELS MIDLAND CO,100.0,ARCHER DANIELS MIDLAND,ADM
1005940,ARCHER DANIELS MIDLAND PROCESSING,46348.424,311224.0,ND,48.062103,-100.924722,2023,ARCHER DANIELS MIDLAND CO,100.0,ARCHER DANIELS MIDLAND,ADM
1003456,ARDEN LDFL,21666.16,562212.0,PA,40.208427,-80.264771,2023,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT,WM
1007800,ATASCOCITA RECYCLING AND DISPOSAL FACILITY,258588.0,562212.0,TX,29.95135,-95.24966,2023,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT,WM
1003826,ATLANTIC WASTE DISPOSAL INC - SUSSEX COUNTY LAND,110283.898,562212.0,VA,37.061279,-77.177106,2023,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT,WM
1006132,AUTUMN HILLS RECYCLING AND DISPOSAL FACILITY,94369.098,562212.0,MI,42.780647,-85.920569,2023,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT,WM
1007682,AZUSA LAND RECLAMATION CO INC INERT LF,167794.95,562212.0,CA,34.11432,-117.92861,2023,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT,WM
1000378,Abbott Laboratories,23170.112,311514.0,AZ,32.896,-111.7848,2023,ABBOTT LABORATORIES,100.0,ABBOTT LABORATORIES,ABT
1012993,Abbott Nutrition,27098.748,311514.0,OH,39.97553,-82.98999,2023,ABBOTT LABORATORIES,100.0,ABBOTT LABORATORIES,ABT
1003205,Abbott Nutrition - A Division of Abbott Laboratories,30662.284,311514.0,VA,37.13375,-79.26404,2023,ABBOTT LABORATORIES,100.0,ABBOTT LABORATORIES,ABT
1007357,Abilene Regional Landfill,116056.0,562212.0,TX,32.534633,-99.753812,2023,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES,RSG
1001347,Acadia Power Station,2330334.516,221112.0,LA,30.4284,-92.4112,2023,ENTERGY CORP,50.0,ENTERGY,ETR
1011325,Acme Brick - Denton Plant,22056.016,327120.0,TX,33.188675,-97.135707,2023,BERKSHIRE HATHAWAY INC,100.0,BERKSHIRE HATHAWAY,BRK.B
1012051,Acme Brick - Texas Clay Plants,29750.988,327120.0,TX,32.166628,-96.017302,2023,BERKSHIRE HATHAWAY INC,100.0,BERKSHIRE HATHAWAY,BRK.B
1006553,"Advanced Tri-Gen Power Systems, LLC",96956.784,221112.0,IL,40.843067,-89.564148,2023,CATERPILLAR INC,100.0,CATERPILLAR,CAT
1013907,Agua Dulce Compressor Station,141430.376,486210.0,TX,29.76003,-95.36387,2023,KINDER MORGAN INC,100.0,KINDER MORGAN,KMI
1003411,Alderson Regional Landfill,17676.75,562212.0,OK,34.894582,-95.686187,2023,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES,RSG
1001217,Allegany Generating Station,5777.628,221112.0,NY,42.5083,-78.0661,2023,ALLIANCE ENERGY GROUP LLC,100.0,ALLIANCE ENERGY,LNT
1000691,Allen S King,998891.322,221112.0,MN,45.03,-92.7786,2023,XCEL ENERGY INC,100.0,XCEL ENERGY,XEL
1007699,Altamont Landfill & Resource Recovery Facility,203453.936,562212.0,CA,37.723116,-121.682053,2023,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT,WM
1009982,Analog Devices Inc,60623.475335,334413.0,MA,45.502117,-122.824922,2023,ANALOG DEVICES INC,100.0,ANALOG DEVICES,ADI
1003759,"Analog Devices, Inc./ Wilmington Manufacturing",38727.189394,334413.0,MA,42.5307,-71.14958,2023,ANALOG DEVICES INC,100.0,ANALOG DEVICES,ADI
1007246,Anclote Power Plant,1149386.94,221112.0,FL,28.1844,-82.7887,2023,DUKE ENERGY CORP,100.0,DUKE ENERGY,DUK
1001097,Angus Anson,161252.75,221112.0,SD,43.6033,-96.6369,2023,XCEL ENERGY INC,100.0,XCEL ENERGY,XEL
1003476,Archer Daniels Midland,28539.992,311224.0,MO,39.169552,-91.879288,2023,ARCHER DANIELS MIDLAND CO,100.0,ARCHER DANIELS MIDLAND,ADM
1005661,Archer Daniels Midland Co.,3819217.302,311221.0,IL,39.8675,-88.885,2023,ARCHER DANIELS MIDLAND CO,100.0,ARCHER DANIELS MIDLAND,ADM
1013749,"Archer Daniels Midland Co. - Enderlin, ND",33128.822,311224.0,ND,46.6137,-97.5769,2023,ARCHER DANIELS MIDLAND CO,100.0,ARCHER DANIELS MIDLAND,ADM
1014680,Anton CO2 Re-Injection Facility,7102.43,211120.0,TX,33.838556,-102.049972,2023,OCCIDENTAL PETROLEUM CORP,100.0,OCCIDENTAL PETROLEUM,OXY
1014643,"Argos, MMS Platform ID 02481, Complex ID 2665-1",134117.69,211120.0,LA,27.17325833,-90.3656333,2023,CHEVRON CORP,15.6,CHEVRON,CVX
1001760,Arkansas Loop & Simpson Treating Plants,333442.368,211130.0,CO,37.0532,-107.7855,2023,KINDER MORGAN INC,49.0,KINDER MORGAN,KMI
1001609,Arsenal Hill Power Plant,1438673.068,221112.0,LA,32.5181,-93.7611,2023,AMERICAN ELECTRIC POWER CO INC,100.0,AMERICAN ELECTRIC POWER,AEP
1007180,Asheville Steam Electric Plant,1455027.44,221112.0,NC,35.4714,-82.5431,2023,DUKE ENERGY CORP,100.0,DUKE ENERGY,DUK
1000132,Astoria Gas Turbine Power,3836.55,221112.0,NY,40.7864,-73.9133,2023,NRG ENERGY INC,100.0,NRG ENERGY,NRG
1006523,Atmos Energy Corporation - APT Howard,66468.524,486210.0,TX,32.92548,-96.81613,2023,ATMOS ENERGY CORP,100.0,ATMOS ENERGY,ATO
1007247,Attala Generating Plant,1118034.756,221112.0,MS,33.0142,-89.6758,2023,ENTERGY CORP,100.0,ENTERGY,ETR
1001379,Audrain Power Plant,127954.276,221112.0,MO,39.3092,-91.5369,2023,AMEREN CORP,100.0,AMEREN,AEE
1008734,Avago Technologies,34457.051985,334413.0,CO,40.5236,-105.02021,2023,BROADCOM INC,100.0,BROADCOM,AVGO
1003412,BACKRIDGE LANDFILL,25079.0,562212.0,MO,40.0161,-91.5217,2023,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES,RSG
1007684,BAYTOWN LANDFILL,25193.75,562212.0,TX,29.680398,-94.930647,2023,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT,WM
1006416,BEAUMONT POLYETHYLENE PLANT,68633.684,325211.0,TX,30.063707,-94.218396,2023,EXXON MOBIL CORP,100.0,EXXON MOBIL,XOM
1003744,BEECHER LANDFILL,2358.5,562212.0,IL,41.384838,-87.637077,2023,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT,WM
1003718,BENTONITE PERFORMANCE MINERALS LLC LOVELL,37711.178,212323.0,WY,44.82434,-108.14365,2023,HALLIBURTON CO,100.0,HALLIBURTON,HAL
1003913,BENTONITE PERFORMANCE MINERALS-COLONY,15703.34,212323.0,SD,44.68109,-103.8518,2023,HALLIBURTON CO,100.0,HALLIBURTON,HAL
1006223,BIG RIVER LANDFILL,146861.25,562212.0,MS,33.3955,-90.90665,2023,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES,RSG
1004354,BIGFOOT RUN LANDFILL,2886.0,562212.0,OH,39.36463,-84.168816,2023,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES,RSG
1000383,BIOGEN INC,28268.192,325414.0,MA,42.36608,-71.08513,2023,BIOGEN INC,100.0,BIOGEN,BIIB
1005891,BLUE RIDGE LANDFILL,332670.75,562212.0,TX,29.55444,-95.45111,2023,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES,RSG
1004082,BLUE RIDGE RECYCLING & DISPOSAL FACILITY,8567.0,562212.0,KY,37.71186,-83.97614,2023,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT,WM
1006301,BORGER REFINERY,1367496.742,324110.0,TX,35.70306,-101.36305,2023,PHILLIPS 66,100.0,PHILLIPS 66,PSX
1006661,BOULDER LANDFILL,11090.25,562212.0,CO,39.950304,-105.20126,2023,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES,RSG
1003356,BRADLEY COUNTY LANDFILL,185600.75,562212.0,TN,35.156568,-84.958905,2023,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES,RSG
1007951,BRADLEY LANDFILL & RECYCLING CENTER,15414.346,562212.0,CA,34.236582,-118.380498,2023,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT,WM
1004026,BRICKYARD DISPOSAL LANDFILL,29588.8,562212.0,IL,40.099998,-87.599998,2023,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES,RSG
1001132,BLOCK 31 GAS PLANT,116016.054,211120.0,TX,31.6467,-102.52869,2023,OCCIDENTAL PETROLEUM CORP,100.0,OCCIDENTAL PETROLEUM,OXY
1012617,BPE GPRP Bear Creek,39229.508,211130.0,ND,47.44452,-102.797768,2023,ONEOK INC,100.0,ONEOK,OKE
1008476,BPE GPRP Garden Creek,52386.658,211130.0,ND,47.8502292405,-103.179836665,2023,ONEOK INC,100.0,ONEOK,OKE
1007367,BPE GPRP Grasslands Gas Plant,64589.978,211130.0,ND,47.59043,-104.0005,2023,ONEOK INC,100.0,ONEOK,OKE
1010302,BPE GPRP Stateline,65313.922,211130.0,ND,48.22687,-103.94446,2023,ONEOK INC,100.0,ONEOK,OKE
1007026,BRIDGETON LANDFILL,4975.896,562212.0,MO,38.771223,-90.443673,2023,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES,RSG
1006828,BRISTOL MYERS SQUIBB INC,53541.848,325412.0,NJ,40.47492,-74.44511,2023,BRISTOL-MYERS SQUIBB CO,100.0,BRISTOL MYERS SQUIBB,BMY
1001726,BROWN-FORMAN DISTILLERY (FORMERLY EARLY TIMES DISTILLERS CO),23264.312,312140.0,KY,38.20874,-85.7925,2023,BROWN-FORMAN CORP,100.0,BROWN FORMAN,BF.B
1007680,BRUNSWICK WASTE MANAGEMENT FACILITY,52172.05,562212.0,VA,36.762423,-77.809706,2023,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES,RSG
1007743,BURNSVILLE SANITARY LANDFILL,39396.198,562212.0,MN,44.785343,-93.318085,2023,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT,WM
1004355,BUTLER COUNTY LANDFILL,34784.0,562212.0,MO,36.884441,-90.303134,2023,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES,RSG
1007815,BUTTERFIELD STATION LANDFILL,32808.15,562212.0,AZ,33.07995,-112.27186,2023,WASTE MANAGEMENT INC,100.0,WASTE MANAGEMENT,WM
1002087,Bainbridge Compressor Station,98704.532,486210.0,IN,39.75982,-86.85381,2023,PHILLIPS 66,25.0,PHILLIPS 66,PSX
1013883,Bakersfield Compressor Station,25182.856,486210.0,TX,30.8956323568249,-102.888621619279,2023,BERKSHIRE HATHAWAY INC,100.0,BERKSHIRE HATHAWAY,BRK.B
1007302,Baldwin Energy Complex,6075626.532,221112.0,IL,38.205,-89.855,2023,Vistra Corp,100.0,VISTRA,VST
1013669,Barnes-Jewish Hospital,33510.724,622110.0,MO,38.636145,-90.265666,2023,BJC HEALTHCARE,100.0,BJC HEALTHCARE,HCA
1007920,Batavia Energy,3136.888,221112.0,NY,42.9828,-78.1592,2023,ALLIANCE ENERGY GROUP LLC,100.0,ALLIANCE ENERGY,LNT
1014651,Baxter Healthcare Corp,43203.836,326113.0,AR,36.3596304197342,-92.3860116918353,2023,BAXTER INTERNATIONAL INC,100.0,BAXTER INTERNATIONAL,BAX
1000978,Bay Front,14220.15,221112.0,WI,46.5869,-90.9017,2023,XCEL ENERGY INC,100.0,XCEL ENERGY,XEL
1001172,Bayside Power Station,2364840.284,221112.0,FL,27.9072,-82.4231,2023,TECO ENERGY INC,100.0,TECO ENERGY,WEC
1000550,Bear Garden Generating Station,1146396.786,221112.0,VA,37.6961,-78.2848,2023,DOMINION ENERGY INC,100.0,DOMINION ENERGY,D
1013597,Beaumont Terminal,10575.49,493110.0,TX,29.997801,-93.983184,2023,PHILLIPS 66,100.0,PHILLIPS 66,PSX
1001187,Belews Creek,5584207.896,221112.0,NC,36.2811,-80.0603,2023,DUKE ENERGY CORP,100.0,DUKE ENERGY,DUK
1001011,Belle River,5816275.892,221112.0,MI,42.7748,-82.4945,2023,DTE ENERGY CO,100.0,DTE ENERGY,DTE
1001207,Bellingham,47720.114,221112.0,MA,42.0925,-71.4833,2023,NEXTERA ENERGY INC,100.0,NEXTERA ENERGY,NEE
1006864,Bellingham Power Generation LLC,1217538.088,221112.0,MA,42.1113,-71.4529,2023,Vistra Corp,100.0,VISTRA,VST
1008062,Belfield Gas Plant,25777.406,211130.0,ND,46.86071,-103.215,2023,MARATHON PETROLEUM CORP,100.0,MARATHON PETROLEUM,MPC
1002343,Beatrice Compressor Station,41032.706,486210.0,NE,40.22036,-96.7461,2023,BERKSHIRE HATHAWAY INC,100.0,BERKSHIRE HATHAWAY,BRK.B
1002006,Beaver Compressor Station,58423.56,486210.0,OK,36.61706,-100.425269,2023,BERKSHIRE HATHAWAY INC,100.0,BERKSHIRE HATHAWAY,BRK.B
1004564,Belle River Compressor Station,78506.732,221210.0,MI,42.788,-82.5306,2023,DTE ENERGY CO,100.0,DTE ENERGY,DTE
1002444,Bertrand Compressor Station,12436.708,486210.0,NE,40.5087,-99.478382,2023,PHILLIPS 66,25.0,PHILLIPS 66,PSX
1003413,Benson Valley LF,26621.9,562212.0,KY,38.130462,-84.98666,2023,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES,RSG
1001492,Big Bend,3002504.012,221112.0,FL,27.7944,-82.4036,2023,TECO ENERGY INC,100.0,TECO ENERGY,WEC
1001016,Big Cajun 2,2106119.25,221112.0,LA,30.7261,-91.3669,2023,ENTERGY CORP,14.0,ENTERGY,ETR
1001587,Big Sandy,640817.524,221112.0,KY,38.1707,-82.6176,2023,AMERICAN ELECTRIC POWER CO INC,100.0,AMERICAN ELECTRIC POWER,AEP
1000689,Black Dog,824751.244,221112.0,MN,44.8108,-93.2501,2023,XCEL ENERGY INC,100.0,XCEL ENERGY,XEL
1006657,Blackstone Power Generation LLC,1080446.796,221112.0,MA,42.0575,-71.5172,2023,Vistra Corp,100.0,VISTRA,VST
1004551,Blacks Fork Gas Plant,112470.88,211130.0,WY,41.554684,-110.048865,2023,MARATHON PETROLEUM CORP,100.0,MARATHON PETROLEUM,MPC
1000424,Blue Lake Generating Plant,48734.81,221112.0,MN,44.7855,-93.4315,2023,XCEL ENERGY INC,100.0,XCEL ENERGY,XEL
1000141,Blue Spruce Energy Center,269797.034,221112.0,CO,39.7436,-104.68,2023,XCEL ENERGY INC,100.0,XCEL ENERGY,XEL
1014676,Blue Water Energy,2786263.424,221112.0,MI,42.775839,-82.481747,2023,DTE ENERGY CO,100.0,DTE ENERGY,DTE
1014061,Bondad Recycling Center and Depository,39647.75,562212.0,CO,37.051581,-107.865912,2023,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES,RSG
1001727,"Boomvang Spar, East Breaks 643 Platform",38934.754,211120.0,TX,27.3536,-93.3747,2023,OCCIDENTAL PETROLEUM CORP,100.0,OCCIDENTAL PETROLEUM,OXY
1011817,Bostco Terminal,38575.604,493190.0,TX,29.711089,-95.067028,2023,KINDER MORGAN INC,55.0,KINDER MORGAN,KMI
1005892,Broadhurst Environmental Landfill,62554.75,562212.0,GA,31.4847,-81.9898,2023,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES,RSG
1011850,Brunswick County Power Station,2405589.736,221112.0,VA,36.766854,-77.711098,2023,DOMINION ENERGY INC,100.0,DOMINION ENERGY,D
1000831,Buck,1570968.456,221112.0,NC,35.7133,-80.3767,2023,DUKE ENERGY CORP,100.0,DUKE ENERGY,DUK
1012465,Buffalo Gas Plant,140763.30607014633,211130.0,TX,32.1309623,-101.8015688,2023,TARGA RESOURCES CORP,73.0,TARGA RESOURCES,TRGP
1001553,Burlington (IA),18574.58,221112.0,IA,40.7412,-91.1168,2023,ALLIANT ENERGY CORP,100.0,ALLIANT ENERGY,LNT
1007102,Bushton Compressor Station,64896.584,486210.0,KS,38.496875,-98.418422,2023,BERKSHIRE HATHAWAY INC,100.0,BERKSHIRE HATHAWAY,BRK.B
1005893,C & T REGIONAL LANDFILL,3903.5,562212.0,TX,26.5774,-98.1854,2023,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES,RSG
1003620,C&C LANDFILL,82394.5,562212.0,MI,42.356243,-85.009915,2023,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES,RSG
1000419,C. R. Wing Cogeneration Plant,72289.932,221112.0,TX,32.2722,-101.4222,2023,BERKSHIRE HATHAWAY INC,91.14,BERKSHIRE HATHAWAY,BRK.B
1006201,CACTUS LANDFILL,22941.548,562212.0,AZ,32.774244,-111.32412,2023,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES,RSG
1006761,CALIFORNIA STEEL INDUSTRIES INC,164102.332,331221.0,CA,34.07737,-117.499688,2023,NUCOR CORP,51.0,NUCOR,NUE
1003621,CANADIAN VALLEY LANDFILL,5693.5,562212.0,OK,35.347587,-96.803468,2023,REPUBLIC SERVICES INC,100.0,REPUBLIC SERVICES,RSG
